hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
Cooking general knowledge quiz TEST YOUR SKILLS,other,high,131.6424458,0.9185,480100,14900,58,1154,7,6-10,en,Food & Drink,Cooking Tutorials,2024,zestappcooking,https://www.tiktok.com/@zestappcooking/photo/7411241670437621022
This is Neighbor Cat,other,high,131.4943369,0.9184,359900,9222,38,129,4,3-5,en,Social Networking,Video Communities,2023,nextdoor,https://www.tiktok.com/@nextdoor/video/7184086673079225646
And then they go ‘I’ve been saving for a house for 3 years but not in a Lifetime Isa’,other,high,131.4353499,0.9183,166200,2662,65,27,19,11-26,en,Finance,Financial Literacy Tools,2022,tembomoney,https://www.tiktok.com/@tembomoney/video/7106522699324722437
The best travel game for 2022! Write down 10 destinations you'd love to visit!,other,high,131.1583578,0.9181,894500,16400,168,83,14,11-26,en,Travel,Adventure Travel,2022,hostelworld,https://www.tiktok.com/@hostelworld/video/7057504168386317573
Photos from our iconic interview with Avantika in her dorm room,other,high,130.7258633,0.918,185500,6564,20,39,11,11-26,en,Entertainment,Fan Communities,2024,getashelf,https://www.tiktok.com/@getashelf/photo/7324041780628966698
Sugar is a green flag,other,high,130.4812834,0.9179,122000,229,3,27,5,3-5,en,Education,,2024,plantinapp,https://www.tiktok.com/@plantinapp/video/7454178823311985925
Prime Day is July 16-17 Join Prime Included with a Prime membership Early deals to shop Prime Day is July 16th and 17th,other,high,130.1864802,0.9178,111700,562,11,153,23,11-26,en,Finance,Financial Literacy Tools,2024,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7391997315382283562
Tick is a at least why they decided to place Tick in C Tier,other,high,129.8943443,0.9178,104500,829,58,11,14,11-26,en,Games,Action & Adventure,2024,ignitetournaments,https://www.tiktok.com/@ignitetournaments/video/7346997024501517614
I think we should go for it.,other,high,129.7836938,0.9176,3900000,204200,530,1407,7,6-10,en,Entertainment,Celebrity News & Gossip,2023,ancestry,https://www.tiktok.com/@ancestry/video/7228982244885433642
"The Magic of Menopause 💖 and this is The Magic of Menopause,",other,high,129.753915,0.9176,2900000,21500,452,1847,12,11-26,en,Education,Virtual Classrooms,2024,masterclass,https://www.tiktok.com/@masterclass/video/7444965572934208814
"Lord, You are good",other,high,129.5594977,0.9175,650000,46300,239,11900,4,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,soulwayapp,https://www.tiktok.com/@soulwayapp/video/7292017385148648737
Seducing hr so she will approve my annual leave,other,high,129.3995859,0.9175,1000000,55600,158,1750,9,6-10,en,Social Networking,Video Communities,2024,howbout_app,https://www.tiktok.com/@howbout_app/video/7450094654390930721
"¿Nuevo año, nueva tarjeta? 😆",other,high,128.8648649,0.9173,238400,774,13,16,5,3-5,es,Finance,Financial Literacy Tools,2024,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7321756257759644961
Day Trip to Laguna Beach,other,high,127.7572169,0.9171,86300,1921,15,273,5,3-5,id,Travel,Trip Journals,2021,limondaytrips,https://www.tiktok.com/@limondaytrips/video/7006091201027820805
"Bread Maker 🍞 📍Brisbane, Australia stay out of them chains",other,high,127.2131148,0.9169,9700000,515900,4078,30500,10,6-10,en,Business,Job Search Platforms,2024,getahead.app,https://www.tiktok.com/@getahead.app/video/7451517334029716754
"Hasta que conocí Pixpay, no sabía que era posible tener una tarjeta a partir de 10 años 😄",other,high,127.0810811,0.9169,235100,550,7,19,18,11-26,es,Finance,Financial Literacy Tools,2023,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7260434886211718426
Recaps for life > Recaps for trends,other,high,127.0471464,0.9168,25600,34,0,0,7,6-10,nb,Photo & Video,Video Editing,2023,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7318400310580464928
like a guy hears,other,high,127.014674,0.9168,264000,8938,97,657,4,3-5,en,,,2024,unitaskr,https://www.tiktok.com/@unitaskr/video/7445349608357727520
Making my colleagues cringe with Raya Rizz 😖,other,high,127.0051933,0.9167,440200,25100,193,864,8,6-10,en,Business,HR & Payroll,2023,hiredly.official,https://www.tiktok.com/@hiredly.official/video/7225462426412567813
Travel to Phuket Tour 4 ngày 3 đêm,other,high,126.7924528,0.9165,33600,194,14,114,8,6-10,vi,Travel,Itinerary Planning,2023,thanktrip,https://www.tiktok.com/@thanktrip/video/7293415870276046082
This cat is a hero,other,high,126.3792474,0.9163,345900,2083,40,92,5,3-5,en,Social Networking,Video Communities,2021,nextdoor,https://www.tiktok.com/@nextdoor/video/7031971625671085317
¿De verdad es posible tener una tarjeta a partir de los 10 años? 😂,other,high,126.2162162,0.9162,233500,1953,41,119,14,11-26,es,Finance,Financial Literacy Tools,2023,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7286143412221381921
müzik dinlemeyi sevenler için bulduğum uygulamaya bakın😍😍,other,high,126.0902831,0.9161,82400,651,4,1,7,6-10,tr,Music,Streaming Platforms,2023,makromusic,https://www.tiktok.com/@makromusic/video/7189958065121234181
"at this ""car""",other,high,125.7321971,0.9159,641800,22200,319,556,3,3-5,en,Finance,Financial Literacy Tools,2024,thejerryapp,https://www.tiktok.com/@thejerryapp/video/7341163406914768171
Sleep aid Select a sound 30 min 22:22 07:15 - 07:30 stop connect to charger,other,high,125.5300353,0.9158,142100,509,2,5,15,11-26,en,Health & Fitness,Sleep Analysis,2023,sleepwave.app,https://www.tiktok.com/@sleepwave.app/video/7275724062343613728
Mais Ducoup c'est juste 2 ai qui discutent ? WHY NOT en gros tu matches avec quelqu'un et donc tu vois la conversation,other,high,125.5128205,0.9157,489500,22100,78,1136,23,11-26,fr,Social Networking,Dating Apps,2024,coucoucestalice42,https://www.tiktok.com/@coucoucestalice42/video/7380714528792743201
A Snob-Free Guide to Wine 🍷 with Emily Wines to understand and talk about what you like.,other,high,125.2796421,0.9156,2800000,20500,216,1742,17,11-26,en,Education,Virtual Classrooms,2024,masterclass,https://www.tiktok.com/@masterclass/video/7439791159452519726
Snuggly Gift for Furry Friends (or humans),other,high,125.188537,0.9156,83000,36,1,1,7,6-10,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7439683800268901665
my coworkers always ask about this widget,other,high,125.1372119,0.9155,57000,429,16,96,7,6-10,en,Games,Simulation Games,2024,pengu.memes,https://www.tiktok.com/@pengu.memes/video/7352948952112598318
I see you.,other,high,125.0149492,0.9154,627200,73600,12800,14900,3,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,soulwayapp,https://www.tiktok.com/@soulwayapp/video/7230480769318276378
...if you don't have much free time,other,high,124.895021,0.9153,104100,766,2,10,7,6-10,en,Education,Language Learning,2022,wrd.learn.words,https://www.tiktok.com/@wrd.learn.words/video/7180340597654408453
Lost my AirPods Case,other,high,124.7829861,0.9152,287500,3762,49,128,4,3-5,es,Utilities,Accessibility Tools,2023,findmyairpodsbickster,https://www.tiktok.com/@findmyairpodsbickster/video/7189355278490422571
"""us having fun in school cuz we know spoiled kids also get all A's""🏆😈",other,high,124.5136187,0.9151,16000,51,0,1,14,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7436826289727622443
I've been asked what it's like to be a national champion,other,high,124.4444444,0.915,2800000,24200,69,105,11,11-26,en,Education,Study Aids & Flashcards,2024,quizlet,https://www.tiktok.com/@quizlet/video/7396098826014182702
green flags? ✅,other,high,123.8921002,0.9149,128600,1928,185,11,3,3-5,en,Social Networking,Dating Apps,2023,archerdating,https://www.tiktok.com/@archerdating/video/7293542298552372522
Sexual Orientation Attributes for Characters,other,high,123.6220472,0.9148,78500,3537,84,96,5,3-5,en,Books,Interactive Storytelling,2023,campfirewriting,https://www.tiktok.com/@campfirewriting/video/7202669692861910315
Advice for future engineering students from engineering graduates Bachelor of Engineering Technology in Mechanical (Automotive) think very carefully,other,high,123.2833237,0.9146,427300,18100,229,1173,18,11-26,en,Business,HR & Payroll,2023,hiredly.official,https://www.tiktok.com/@hiredly.official/video/7210710586898844955
Cheapest cities in Europe TO PARTY 😝,other,high,123.1053117,0.9146,467000,45000,577,1877,7,6-10,en,Travel,Trip Journals,2020,skratchworld,https://www.tiktok.com/@skratchworld/video/6851233521793649926
I don’t think I’ve immediately downloaded an app so quickly,other,high,121.5583784,0.9141,1000000,28400,701,103,10,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7097309320299449646
Voldemort Who?!,other,high,121.4652015,0.914,82900,228,9,107,2,0-2,en,Photo & Video,AR Filters,2024,elfcam.app,https://www.tiktok.com/@elfcam.app/video/7448239396505029921
Festive Photo Tiles with @thatt21life Photo Tiles with Free Prints,other,high,120.8144796,0.9138,80100,8,0,5,10,6-10,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7438349430987705632
She makes job interviews look easy with AI 😱,other,high,120.5690299,0.9135,258500,3303,62,538,9,6-10,en,Business,HR & Payroll,2024,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7381874374900550943
craziest strava segment in existence 😱,other,high,120.5003909,0.9135,770600,47600,200,5053,6,6-10,it,Health & Fitness,Workout Trackers,2023,strava,https://www.tiktok.com/@strava/video/7220905865845574958
(Actually achievable) goals for a good year,other,high,119.6599362,0.9132,112600,1496,1,14,7,6-10,en,Education,Professional Development,2023,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7184490063944863022
Bar Hopping in Downtown San Jose 📍 Paper Planes 📍 SP2 📍 The Old Wagon Saloon & Grill 📍 Dr. Funk 📍 Miniboss,other,high,119.6107784,0.9131,79900,1084,12,387,23,11-26,la,Travel,Local Guides,2022,localsinsightapp,https://www.tiktok.com/@localsinsightapp/video/7098387865326865706
ENTP/INTP: gets easily bored and needs chaos to stay alive,other,high,119.2806357,0.913,570400,25000,236,1086,10,6-10,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7210548107300621614
Lifesum Healthy eating doesn’t need to be complicated,other,high,118.6996388,0.9128,213600,185,3,6,8,6-10,en,Health & Fitness,Diet & Nutrition,2023,lifesum,https://www.tiktok.com/@lifesum/video/7184825210313510149
Embrace your creativity,other,high,118.206158,0.9125,88300,120,1,0,3,3-5,es,Social Networking,Event-Based Networks,2022,meetup,https://www.tiktok.com/@meetup/video/7150398310799445290
Reply.io,other,high,117.826087,0.9123,162600,503,1,6,1,0-2,en,Education,AI Study Tools,2024,insidr.ai,https://www.tiktok.com/@insidr.ai/video/7325804776053116193
Comment je me vois dans 10 ans ... President of the USA,other,high,117.1770972,0.9121,8800000,8500,0,417,12,11-26,en,Social Networking,Friend Finders,2023,feels_app_fr,https://www.tiktok.com/@feels_app_fr/video/7252047025833905435
Making the most of your 5 to 9 after your 9 to 5 🧘‍♀️✨ More new things on Meetup.,other,high,117.1352075,0.9121,87500,83,1,0,19,11-26,en,Social Networking,Event-Based Networks,2023,meetup,https://www.tiktok.com/@meetup/video/7239008607017372974
<<< poder hacer tus compras online sin tener que pedirle la tarjeta a tus padres 😅,other,high,116.972973,0.9118,216400,1034,7,14,16,11-26,es,Finance,Financial Literacy Tools,2023,pixpay_es,https://www.tiktok.com/@pixpay_es/video/7289099535089978657
Just told my Bumble match to physically bump into me at the Christmas tree stand so I can live out my holiday movie meet cute,other,high,116.8808538,0.9118,536600,2225,14,8,25,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7314874681264213291
"The text in the image includes: - ""Omada"" - ""ONSSER UNITED"" - ""Omada"" (repeated multiple times in the background)",other,high,116.5048544,0.9114,1200000,46000,212,246,19,11-26,en,Sports,Fan Communities,2024,omada_uk,https://www.tiktok.com/@omada_uk/video/7385988201166490913
I asked AI to create a tattoo from my photo 🔥,other,high,116.4402174,0.9113,85700,68,2,11,11,11-26,en,Photo & Video,Meme Creators,2023,arta_app,https://www.tiktok.com/@arta_app/video/7281817757052570923
bdy invites that people forget about 😒🚫,other,high,116.1524501,0.9113,6400000,36000,54,1305,7,6-10,en,Photo & Video,Story Templates,2024,partiful.app,https://www.tiktok.com/@partiful.app/video/7397478923094986030
Our app when you forget to turn off the reminders 👀,other,high,116.1343161,0.9112,283600,747,23,39,11,11-26,en,Food & Drink,Calorie Counters,2024,yazioapp,https://www.tiktok.com/@yazioapp/video/7366615715522071840
Quand ça fait deux heures qu'elle me dit qu'elle sera prête dans 5 minutes,other,high,116.0033167,0.9111,839400,1977,6,62,14,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7178936571150732550
"Wenn ich bei Feels auf ""Serious"" umstelle obwohl ich letzterns noch meinte ich will ja gar keine Beziehung",other,high,115.942029,0.9111,3200000,4242,0,35,18,11-26,de,Social Networking,Friend Finders,2023,feels_app_de,https://www.tiktok.com/@feels_app_de/video/7294248056789224737
I feel bad rn #sendbiceps,other,high,115.8301158,0.9109,1500000,31400,2530,11700,5,3-5,en,Social Networking,Video Communities,2024,itoshixme,https://www.tiktok.com/@itoshixme/photo/7449988395654483246
1. Create a study schedule that works for you!,other,high,115.4142582,0.9107,179700,453,3,5,9,6-10,en,Education,Exam Preparation,2024,pandaiofficial,https://www.tiktok.com/@pandaiofficial/video/7440443582806232327
There was one,other,high,115.4079734,0.9106,589100,29900,145,70,3,3-5,en,Finance,Financial Literacy Tools,2023,thejerryapp,https://www.tiktok.com/@thejerryapp/video/7219816361223097642
Jonathan Bailey at the FREE Bridgerton event in NYC happening today in Gansevoort Plaza from 11-6 PM,other,high,115.2552927,0.9105,185100,24100,116,3389,17,11-26,en,Lifestyle,Event Planning,2024,theknot,https://www.tiktok.com/@theknot/video/7367750261567245610
Entry level jobs for communications majors,other,high,115.1965994,0.9105,108400,854,11,15,6,6-10,en,Education,Professional Development,2022,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7138078966451031338
that felt good lol,other,high,115.1020408,0.9104,14100000,2000000,6265,5581,4,3-5,en,Health & Fitness,Meditation & Mindfulness,2021,breathwrk,https://www.tiktok.com/@breathwrk/video/7022517785800494342
My brother interviewing for a job before our flight 😤,other,high,114.8787313,0.9103,246300,4063,29,220,10,6-10,en,Business,HR & Payroll,2024,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7398241129394736415
Quand je like mon crush et que j'ai un smoothie 🍒😍,other,high,114.7042565,0.9103,830000,5954,25,5,11,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7078310397446491397
Make Easy Mini vlogs! MAKE EASY MINI VLOGS,other,high,114.6401985,0.9102,23100,806,7,4,8,6-10,en,Photo & Video,Video Editing,2023,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7220468744793918726
Boston dorm tour: Living inside a mall,other,high,114.5177242,0.9102,1100000,79400,508,8113,7,6-10,en,Education,AI Study Tools,2023,notedlyai,https://www.tiktok.com/@notedlyai/video/7284306225100098859
Secrets your teachers don't want you to know,other,high,114.2720536,0.9101,23900000,2000000,8055,187300,8,6-10,en,Education,Study Aids & Flashcards,2021,kadama,https://www.tiktok.com/@kadama/video/6994865991238946054
The effects of not sleeping AFTER 35 HRS Mood Swings AFTER 36 HRS Pale,other,high,113.960114,0.91,2000000,13900,327,398,14,11-26,en,Health & Fitness,Sleep Analysis,2023,shuteye.ai,https://www.tiktok.com/@shuteye.ai/video/7225571300830399745
"Such a sweet, inspiring lady 💛 My family 💛 OH GIVE ME A HUG",other,high,112.9125781,0.9097,506300,17700,64,262,14,11-26,cs,Entertainment,Comedy Platforms,2023,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7256848902379277595
The best books app,other,high,112.4502558,0.9095,98900,114,2,5,4,3-5,en,Books,Reading Trackers,2024,booklyapp,https://www.tiktok.com/@booklyapp/video/7446814003705154838
A conversation with young Elina (co-founder of Natural Cycles°),other,high,112.2948977,0.9094,249800,872,5,7,9,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2022,naturalcycles,https://www.tiktok.com/@naturalcycles/video/7176773616237841707
Me realizing I’m actually not going to be alone this Valentine’s Day because of the Feels app,other,high,112.0967742,0.9092,111200,333,5,0,17,11-26,en,Social Networking,Friend Finders,2023,feels_app,https://www.tiktok.com/@feels_app/video/7190462250812050694
I'm so grateful!,other,high,111.0360783,0.9086,887900,32900,68,2706,3,3-5,en,Education,Language Learning,2024,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7346037446150327585
Instagram You must be a soccer player,other,high,110.6719368,0.9085,1400000,45300,136,258,7,6-10,en,Entertainment,Interactive Story Games,2024,texttension,https://www.tiktok.com/@texttension/video/7333315335388499232
"Alpha, we need to yap",other,high,110.3554869,0.9083,249900,20200,690,16600,5,3-5,en,Entertainment,Comedy Platforms,2024,textjungle,https://www.tiktok.com/@textjungle/video/7381568986447629601
🤔 Instead of... ✅ say... Very hot → Scorching,other,high,110.3088648,0.9082,1100000,39600,54,1948,9,6-10,en,Education,Language Learning,2024,busuu,https://www.tiktok.com/@busuu/video/7376408714133212448
Scrapbooking for self reflection,other,high,110.1055807,0.9081,73000,9,0,0,4,3-5,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7415188285279997217
But I'm scared of Ne pas matcher avec mon crush,other,high,110.1022664,0.9081,796700,2188,5,1,10,6-10,en,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7135137762113522949
99% of you don't know this about chat G b t,other,high,109.9857347,0.908,77100,4476,99,1148,11,11-26,en,Shopping,E-commerce Marketplaces,2023,chatiq.ai_ceo,https://www.tiktok.com/@chatiq.ai_ceo/video/7223834242998897947
Creatine: $60,other,high,109.5012741,0.9078,300800,55700,559,1342,2,0-2,en,Health & Fitness,Workout Trackers,2022,corecircle,https://www.tiktok.com/@corecircle/video/7072979629425937706
"While my other friends say they need to rush to tuition, meanwhile, I can join my tuition from home",other,high,109.4412331,0.9077,170400,182,0,6,19,11-26,en,Education,Exam Preparation,2024,pandaiofficial,https://www.tiktok.com/@pandaiofficial/video/7452938390137425160
SCAN IT FRIED EGG FRIED WITH OIL 215 kcal -100g 0.9g carbs 15g fat 14g prot,other,high,109.4329762,0.9076,209400,1113,10,45,16,11-26,en,Health & Fitness,Diet & Nutrition,2021,hitmeal_app,https://www.tiktok.com/@hitmeal_app/video/7039711194264947973
"The text on the image reads: ""INTRODUCING NEW""",other,high,109.0909091,0.9075,132000,26400,138,383,8,6-10,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7091774813743746347
"No, we deserve better and more. I'll create a menstrual wellness app that's encrypted and subpoena proof",other,high,109.0435914,0.9075,83800,1563,24,8,17,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,embody.space,https://www.tiktok.com/@embody.space/photo/7363022536818445610
Status: active,other,high,108.9502642,0.9073,1000000,24800,284,1611,2,0-2,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7285808703016586501
Lemon8 Feature Release Let your TikTok followers find you on Lemon8,other,high,108.915212,0.9072,524100,5198,370,745,11,11-26,en,Lifestyle,Mindfulness & Self-Care,2024,lemon8_us,https://www.tiktok.com/@lemon8_us/photo/7398227174894947626
Tourist Traps in Japan?! these tourist,other,high,108.7784241,0.9072,205700,6572,129,1787,6,6-10,en,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7387222151473941790
Dating in the office Part 2,other,high,108.719893,0.9071,487500,41500,106,415,6,6-10,en,Entertainment,Comedy Platforms,2024,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7333278002446454048
I was wondering if she's home already,other,high,108.4860658,0.9071,432100,12900,129,324,7,6-10,en,Shopping,E-commerce Marketplaces,2024,togetherkeys1,https://www.tiktok.com/@togetherkeys1/video/7413106623834557727
"""Have you tried turning it off and on again?"" Every IT question",other,high,107.8648391,0.9068,735800,8336,45,63,12,11-26,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7321729008176090401
Hace 2 años decidimos lanzar una app de entradas de última hora (como Too Good To Go pero de las entradas),other,high,107.7302632,0.9068,196500,3926,82,1603,21,11-26,es,Entertainment,Movie Recommendation Tools,2024,kultur_es,https://www.tiktok.com/@kultur_es/photo/7437102100443680033
3D wallpapers for Lockscreen 😂,other,high,107.5581395,0.9066,185000,68,1,5,5,3-5,en,Photo & Video,None of the above. The text seems to be related to a wallpaper and icon customization app.,2024,themify_app,https://www.tiktok.com/@themify_app/video/7324316750995017003
a visor and a matching cooling bandana,other,high,107.5480125,0.9065,240800,12100,162,202,7,6-10,en,Shopping,Pet Shopping,2024,petsmart,https://www.tiktok.com/@petsmart/video/7368976156365737259
My favorite thing to do is pretend I’m a local in every city I visit. . .,other,high,107.4559422,0.9064,118900,914,2,29,17,11-26,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7415514164916981000
Quand je lui demande de l'attention et qu'elle me donne de la tension,other,high,107.4212272,0.9063,777300,2967,10,26,13,11-26,fr,Social Networking,Dating Apps,2023,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7193723903297146117
Personality hires doing anything to leave,other,high,107.329105,0.9062,152300,15000,36,4848,6,6-10,en,Entertainment,Fan Communities,2024,getashelf,https://www.tiktok.com/@getashelf/video/7426765110963653919
Key🔑 to geocaching: never let them know your next move! NEVER LET THEM KNOW YOUR NEXT MOVE!,other,high,107.2351421,0.9061,8300000,397400,654,2506,17,11-26,en,Navigation,Hiking & Outdoor Navigation,2022,geocaching,https://www.tiktok.com/@geocaching/video/7085375220810419502
Sketching and Art Meetup Group,other,high,107.2289157,0.9061,80100,4298,13,12,5,3-5,en,Social Networking,Event-Based Networks,2022,meetup,https://www.tiktok.com/@meetup/video/7127742376617168174
WAIT! Not all screen time gives kids tantrums!,other,high,107.0686071,0.906,51500,2715,24,588,8,6-10,en,Kids,Early Learning Apps,2024,playpokpok,https://www.tiktok.com/@playpokpok/video/7426381063154306310
Me practicing for my on-time BeReal today,other,high,107.0090958,0.9059,20000000,184600,127,539,7,6-10,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7352886217291124000
Name the Champions League team,other,high,106.7961165,0.9059,1100000,23100,71,65,5,3-5,en,Sports,Fan Communities,2023,omada_uk,https://www.tiktok.com/@omada_uk/video/7280571924802063648
The perfect filter powder doesn't exi- 😏,other,high,106.6604565,0.9058,458000,921,79,51,7,6-10,en,Shopping,Luxury Goods,2024,wonderskin,https://www.tiktok.com/@wonderskin/video/7430906055124831534
I pay attention to things that most people ignore. I look at Most people ignore,other,high,106.5315683,0.9058,977800,52000,197,5938,15,11-26,en,Entertainment,Comedy Platforms,2023,biteable,https://www.tiktok.com/@biteable/video/7280209686459206918
We dont sell or share your data. Period.,other,high,106.4851395,0.9057,876000,97500,2719,3468,8,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7096478295776087342
Since Omegle got shut down... om eg le 2009-2023,other,high,106.396064,0.9056,173000,3874,53,26,9,6-10,no,Games,Sports Games,2023,joshrozin,https://www.tiktok.com/@joshrozin/video/7318798391406873861
Being the girl that shares all of her money tips because the world is too expensive right now,other,high,106.3661526,0.9056,134500,15700,4,3,18,11-26,en,Finance,Financial Literacy Tools,2022,tembomoney,https://www.tiktok.com/@tembomoney/video/7120311525885185286
Understanding Ingredients: Maltodextrin Read more about this sugar substitute,other,high,106.3205418,0.9055,47100,540,45,331,9,6-10,en,Health & Fitness,Diet & Nutrition,2024,trashpanda_app,https://www.tiktok.com/@trashpanda_app/video/7333682614605335839
Cosas que me hubiese gustado conocer cuando llegué a Madrid,other,high,106.3048246,0.9055,193900,15600,42,2449,10,6-10,es,Entertainment,Movie Recommendation Tools,2024,kultur_es,https://www.tiktok.com/@kultur_es/photo/7437463456795675937
Create your own video with Elf Cam,other,high,106.2271062,0.9054,72500,1057,54,1305,7,6-10,en,Photo & Video,AR Filters,2022,elfcam.app,https://www.tiktok.com/@elfcam.app/video/7166586599076138246
JEEP X NORTH FACE AI CAMPAIGN! 😱 Not real! PHOTOGRAPHERS are going EXTINCT because of AI 💀💀💀,other,high,105.9972402,0.9052,499300,25600,631,4578,17,11-26,en,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7213956661755612417
new in MADRID Antón Martín,other,high,105.2631579,0.9049,2200000,38300,191,1038,5,3-5,es,Lifestyle,Motivation,2022,spotahome,https://www.tiktok.com/@spotahome/video/7129089655395323142
An apple has a higher alcohol content than that ffs 😂 Apple sours Apple Sours Shot,other,high,105.0886221,0.9048,367600,17500,265,609,16,11-26,en,Food & Drink,Cocktail Mixology,2023,getmybar.app,https://www.tiktok.com/@getmybar.app/video/7198945025034685702
The UK Summer... FreePrints,other,high,104.9773756,0.9046,69600,25,0,1,4,3-5,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7387709861963812128
WTF DID I NOT DO THIS RESEARCH HACK... 😢,other,high,104.6025105,0.9045,2500000,195800,288,19100,9,6-10,zh,Education,AI Study Tools,2024,skolar.gpt,https://www.tiktok.com/@skolar.gpt/video/7418518362042518802
Reply to tikt0kph07's comment on vape pls to recover may lungs 😁,other,high,104.4897959,0.9045,12800000,1100000,6143,3708,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2022,breathwrk,https://www.tiktok.com/@breathwrk/video/7068027189274447150
CREATE THE... MEAL OF YOUR DREAMS!,other,high,104.3413174,0.9043,69700,3743,42,721,6,6-10,en,Travel,Local Guides,2021,localsinsightapp,https://www.tiktok.com/@localsinsightapp/video/7042869789437676847
¿Tienes iPhone? Madrid,other,high,104.2763158,0.9042,190200,4424,23,1572,3,3-5,es,Entertainment,Movie Recommendation Tools,2024,kultur_es,https://www.tiktok.com/@kultur_es/photo/7354392283023789344
The most chaotic Halloween when aliens and dinosaurs attacked 😂,other,high,104.2016807,0.9041,285200,9779,100,394,10,6-10,en,Social Networking,Video Communities,2023,nextdoor,https://www.tiktok.com/@nextdoor/video/7295875982781680938
My four favorite movies.,other,high,103.5856574,0.9039,5200000,660100,3002,9142,4,3-5,en,Entertainment,Movie Recommendation Tools,2024,letterboxd,https://www.tiktok.com/@letterboxd/video/7388936848292334890
Travel Scrapbooking with @emmasrectangle,other,high,103.4690799,0.9039,68600,19,0,1,4,3-5,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7387088804651355425
"Baby, this is KEKE PALMER WONDERY",other,high,103.4482759,0.9038,93000,4591,86,46,6,6-10,en,Entertainment,Celebrity News & Gossip,2024,wonderymedia,https://www.tiktok.com/@wonderymedia/video/7450297151986355499
Looking for my big boy on the Feels app this year,other,high,103.3266129,0.9037,102500,345,6,5,11,11-26,en,Social Networking,Friend Finders,2023,feels_app,https://www.tiktok.com/@feels_app/video/7192330311772966150
J'ai toujours cru que le mot amour commençait par un « A »,other,high,103.3029298,0.9036,747500,6409,94,48,13,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7131030604933631237
I could fail so I'd rather not try.,other,high,103.2110092,0.9035,4500000,38500,163,149,8,6-10,en,Health & Fitness,Meditation & Mindfulness,2021,withjour,https://www.tiktok.com/@withjour/video/6935857962040741125
My fears before attending an event Should I go,other,high,102.9451138,0.9035,76900,278,53,6,9,6-10,en,Social Networking,Event-Based Networks,2022,meetup,https://www.tiktok.com/@meetup/video/7166597975123234090
For this 75 inch tv,other,high,102.8744327,0.9033,13600000,453300,13300,2057,5,3-5,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7194979341225184558
